index (uint256),account (address),amount (uint256),merkleProof (bytes32[]),"LDO airdrop amount
(don't paste on Etherscan)"
216,0x88Ed4Ce34fC3f54A24768A5aCd08d59aE860E079,0x499f66ab62406834c,"[0x0977277d0579afbef4a48b3182c5ce2c279bbd5f8ff73a101bf318a327554eb6,0x11674557e4f817036782a5f7b6c60594a43d2af1fa48b076e735619f5d7dc7e7,0x17dc079875499b6d72b197c929aa00ee76c4742a9f4356ec8bb3d592005a0619,0xfaed3a3710eddc665d4f97440bda21f047520373d1933eb759810e6b31758b4e,0x50051616399aeff924d11df809e94fb86c2dfb7f01f2815ca4d2d3fd34dac939,0xdd82bdb42db7301ecee5d184fbffbdcd7d1dc64f43fe618eeba466c1356c4fd2,0x0282da413887f1e1421c5a0c8108e3b0d213b13dafe9d9f7bc44068f775f1c79,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",84.8811 LDO
217,0x9e52d57D03a15C619Fa6dA5dD0A8977CC79BAeC9,0x49b8b033549815c5a,"[0x76579ee7adf92668f17549c5d9554c8ee0f5f906384023bcb7242b2e2c1be87d,0x84da22e848e1de9d06a4978d6bd81c8f9bdbe8374f4f8df8c1b812fff71804b6,0xb292069c04d35c92be4f4b412d6b8890917fea71594dfbe9726fdd83e6ee69c6,0x65214f48f8a3473753ee78c21d021f17770bb86c6d0e413309bfe2e74e44b718,0x44c68b82139e794e54dcfac6833fb863d7a7397d274e660fbf7001c311a6a2d5,0x0cf5aafad396a831264a2b3b7cdabfd21e2c9610f9c8d382fd2e11006136e5d4,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",84.9950 LDO
218,0x92A76b0C8Af74FfbcB7E5917469F68bF5a33Fa0F,0x4a36adcd209c2a1c6,"[0xa2f37292cd22b5663fa75cca8b762a6dee9851460016073c937b5400bb5ea34c,0x74872c206ff7325d8c0334e9298f1d2ed596b9b2fcd17c362cdbb462f1ca3b6a,0xa08804add72808a3c706d4fbd1122e436e9571fb60e7476a5f072d04ad6fbb92,0xca418c5a851618549eccc39e74ffc76a541190dfbbfa92be15c7e8c813654eae,0x0e49ac40fe4b72d1ac6ea4851a6d8d0ffe0f9114eed42fdac06552a57acb346d,0x2d9c12e17641e88fdd69035049ce355f5346cd6195a7ccc7cb897902b1c0af57,0xbd70e83948a978ab5dce87f0e898792a192060715b84609e2dd37a18bd140afc,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",85.5624 LDO
219,0x8615b86ae6fDCB5e954a33c79dc86268f6C84852,0x4c26292a7082dce52,"[0x7f18d694041994c5ab62e9fb68793e6af72a3df30b9dc6a0be8076ec106e562b,0x1c97edd105e2095adc3d9dd075bd43519b4ecb50cd51b1fc08b05043ab199905,0x48bef06393365f64a4bb6223ff9d088a90f1ce04b20ec79991db1dd1b55a5869,0xbf42b5f2ad3524fd97f15e2e4418a65ba76abced7143b59cc8b1189edd8e292b,0x129f8edca4bf5e0b913e49c82972f4e8c0bfe2a07783f8fd4edf23325ccc5536,0x0cf5aafad396a831264a2b3b7cdabfd21e2c9610f9c8d382fd2e11006136e5d4,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",87.7939 LDO
220,0x4303c46c71f6E48Eaa96aB3F194b79fac082E46A,0x4c341b8f85675fa5d,"[0xe079808de1efe21b6fb2a5e7c251b66b3ea4acba44a6aa1530e746d0b95bad92,0x9c3f41b44ea86519042f5584fddbed237aed29b18713a2b5ed6cc6f9b082c91f,0xb06232f1037e06d6393d926dbf823786bc71ea10f24ed72188678d1754e6561b,0xc06d21aaef1d3319f4e41c3e34f6a9e0ffa1e2ef00a5c18e00c9ef80e9c82396,0x3bf61d88d75f47234a4b41708c9c5d5cdd90914a545d7ff9c228055bfdb9125b,0x97c62e89908dcbc680b8550695a3da0dade1bf7573f1f449ea758f09cf7b95d6,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",87.8567 LDO
221,0x77f669FF9f66c98EA805b5975e51515c6A90a1E2,0x4d35cd5884d155a63,"[0x4aa445ceb3a8ce6000df5d9e36f7f619a8635ce99c846b87feb77a8c65792d91,0x2edbec1fb458aa7500270d39eb79a7a670a08289a2f120256846a4f34b454f5e,0x1b0cb703997c8321bf54194834a5b0f9226eea2387c10b8b0d95db3f87f5a172,0xcfb8911f550e2b469df3fa0d38a24fd87125c6baab0f05cff236f657047d0b6f,0x770faf650df4bee57dc3adc0b7d7e2e07042d0df73b2b8a5e8c8d248e2d39def,0x76367249c03b736e34126d74b97c1c7e46d4e683455592c7bd35dadfdc61aeab,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",89.0173 LDO
222,0x72Bb0af40A2650e4b9D47c10B4Ef0a5b2408dC53,0x4eb6a70dae8e7bdb0,"[0x424f9791be3cb35c91197431f4b54f1d2cf48315b1ddf75453549c1fb479499b,0xabaed0c899e0a4d783fb918d828394a26cabce776e5c99866e7b4d4a0a7b1d0a,0x64e1b05d00ebd0284aa80b982e036bbfc3d61cf6d80c6faa739685fa960f8892,0xfb32ebd0875678e36a25d382d5841753e735048b558a522acd2a128325c8671b,0x966c0b8d139ac014dc95179274561ac3e52b1e443cdfdc308a72a29162687f56,0x1a717c2d089319914ec2c755dbf6dbe3cd804ef23458820f0292dff7a57f1ffc,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",90.7505 LDO
223,0xfDb7EEc5eBF4c4aC7734748474123aC25C6eDCc8,0x4ee1e813eecfd5d5c,"[0x03bc9ecd4fe171ace3eda5b0d421e34430e0ce3be5210a44a795ffea449334e1,0x449b3f057453ec548c3914d20197ccb331aa70dfef75191ef45b504583b2d163,0xbb63d5f0e3fec2b0df9c522dc18f8e3c495b8dfec6f6810d5fcbc2abed95a435,0x175de73cad6da1170aa6558e29be3df589e3bcf41cc2c0a2bed3c875a32776e4,0xcbed15bd17afaeeb4257edadaaf2f6823fd7d0061056a712977313407a43d423,0xdd82bdb42db7301ecee5d184fbffbdcd7d1dc64f43fe618eeba466c1356c4fd2,0x0282da413887f1e1421c5a0c8108e3b0d213b13dafe9d9f7bc44068f775f1c79,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",90.9453 LDO
224,0x1a2824CB33BA825dcE4BbA0BD665f79Bab054604,0x506c6ebb9171a3f25,"[0xe2278033d511e73d40e56aa17468796561c60ae9c8bba3b9fd2c846dd346bd60,0x2ff5cc1b1599a385dd083bf8866d3dbad4e8ea1905b3b56c6ced01cbe538ca06,0xb060552f76bba8f120359490e73f5bfb0ec513436cd215704d040330089a0bd2,0xc06d21aaef1d3319f4e41c3e34f6a9e0ffa1e2ef00a5c18e00c9ef80e9c82396,0x3bf61d88d75f47234a4b41708c9c5d5cdd90914a545d7ff9c228055bfdb9125b,0x97c62e89908dcbc680b8550695a3da0dade1bf7573f1f449ea758f09cf7b95d6,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",92.7221 LDO
225,0xE3B2Aee39b03BD77E2073EC9De655E5d3D8b156e,0x52b79d100af8be06a,"[0xd469c90f3fef90a8c3cd81e576310276384007e88a735304def12ee648e4757d,0xbad739f92bed6dbaf2f2a456a6f0e0539ee9e40621fa6d59c236885f685139b7,0x55e36682bf0053dfa60889109d0fd85b61075857ea5a8462c99ad88c177b712e,0x2d941ba78b209699c4d1c9d78aa857f7c73b89506586136650a0cdd8cbec98e5,0xfd6cb1edc13497840ef56bd50eef9c2439939db06dcc42ecc4d404c3244fad95,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",95.3665 LDO
226,0xd3fA834b42020510a67862a400441EA90EBe7686,0x532de119d813d9cb7,"[0x9e3678e02343a9cc431ca0c9fae1e6843e38f51c471101f1c88a5c588037bed0,0xa7328f3400e552b44944f698f5be765793912a821476ac747bd9a78722194ec5,0x3758c8c6ea2a342202f153bf3baaf6cd811a9d4d1c0641c7d37950b27b026a3a,0xca418c5a851618549eccc39e74ffc76a541190dfbbfa92be15c7e8c813654eae,0x0e49ac40fe4b72d1ac6ea4851a6d8d0ffe0f9114eed42fdac06552a57acb346d,0x2d9c12e17641e88fdd69035049ce355f5346cd6195a7ccc7cb897902b1c0af57,0xbd70e83948a978ab5dce87f0e898792a192060715b84609e2dd37a18bd140afc,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",95.8991 LDO
227,0x9B5b7A11FF8f0351241BD2f4eCA05D4E25d4B10C,0x5542d07aca476a11c,"[0xe66e481842f43eb7a1a864315ca370be5bed1cccaddfe04332ac8e9010783d12,0x9c26ebc238eb7f28a4b639c727b54e3f6451df83a65290b3df25b1937d6af58e,0x278ac6f0f5a3a4beeabd991eb9ec71230970a933f563b8da14412f7a85d4840a,0x34e9a850ad63927fe5bbe7552801fec934c933f70b39b78736b6b7dc6ebb8162,0x69a12d6c72310b68e6d0cf99427b3a136e8c45dea2026fdcec278c926326acf2,0x97c62e89908dcbc680b8550695a3da0dade1bf7573f1f449ea758f09cf7b95d6,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",98.2992 LDO
228,0xCeac823BA42bF2D22B011Fcaa2022b3A960402d1,0x565b4e3f1a9905e39,"[0xd2211beb3d81372150de9333daebffc6536be6879d007f81aef81e53fea170c0,0xe259fba01087d9af7a29a11cc87f532e1d4b87ae653513825cce48e9f5f3f51c,0xb1876492220bc0d19d777db0d0c3f77e97ee1bac2dbd334637ea76dcc108c5d7,0x2d941ba78b209699c4d1c9d78aa857f7c73b89506586136650a0cdd8cbec98e5,0xfd6cb1edc13497840ef56bd50eef9c2439939db06dcc42ecc4d404c3244fad95,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",99.5625 LDO
229,0x882009F040d94E71Db28E3740D0606D10652A34a,0x56bfee9b366c9aa31,"[0x4872f7fb8f2cd0800077bcb0b3e9898810bf574be3c97d13ea3e7f59a38075a6,0xa1e4606268a4fe8ad4fe92044300fef0b61b98c48662ee1f163a7ef24da95592,0xd811bfcbd7df5fa3c2e4899457cca8016207ba9b891abca40185d4049dc23252,0x51e6ec6aa58d7e78c38faa71ef1ddaeb88330ff89f6781bf309a884519befefd,0x966c0b8d139ac014dc95179274561ac3e52b1e443cdfdc308a72a29162687f56,0x1a717c2d089319914ec2c755dbf6dbe3cd804ef23458820f0292dff7a57f1ffc,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",100.0156 LDO
230,0x702161763b21e21256c2Ec8a79Cb581EA39c0Af3,0x57d1e28090f37ea74,"[0x49d26308109fc9b8193a78c335cce15e00dc7a6d6cd13c4352d563872b46a9d9,0x63aa0705dfb6499a884df54aeb2fd11d610ddfd5357743d83e10e689eab2ad8d,0x1b0cb703997c8321bf54194834a5b0f9226eea2387c10b8b0d95db3f87f5a172,0xcfb8911f550e2b469df3fa0d38a24fd87125c6baab0f05cff236f657047d0b6f,0x770faf650df4bee57dc3adc0b7d7e2e07042d0df73b2b8a5e8c8d248e2d39def,0x76367249c03b736e34126d74b97c1c7e46d4e683455592c7bd35dadfdc61aeab,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",101.2494 LDO
231,0xd8966FE106fb51082867590c43acFfAf1934d875,0x57db54b9171855946,"[0x84b46ba1eceb8f5823b832bde5fe664b378ca4e3066e0bff7aaace54bf4c4289,0x4977d9e9c2e5791d1e8e120d869840356fab8943381f2197cc8204f28de87e18,0xd111dea7ff115e76c961ea465b032716a609c51b545e720310b10d9959d49128,0xa6aa33bff9e8606a98b1d4a67b419a02d9137de91a70c72c778f29a8b08d63dd,0x7b0019ded3cca04f21746a3e1cf2214751e292cc7c9d4b366f7ae5c434be5916,0xa1870e1c72ea5de02ab3648adbf2dbbb86a0e753099626c84c23c2cccfee45f5,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",101.2919 LDO
232,0x2C17bfca1B80255f689d2Dbb17F3ac6F8D02Bb3C,0x5839595545e88eeb3,"[0x624f4224953c2c5a07f05a86cabdf897abf89dd80685d7523582599027b17556,0xecc1d235d3b464772621222fccbc064306d10844c627a8178bf494de5792d584,0x3be97bf6d2efae1c49f0f6927bb786a129667df862e5626ae09b650b9a0702aa,0x43394101125894d329214030d3599719ab1a51c7186034b7f3e19fc96579c0dd,0x082b6b0b790895fdd51bd8d16e122e7e35e2b2874f59c8f152ad0aecf36f3e4b,0x9191e5c67f1d4b35aa985db49d61824518c9abb261eff3633e56c754022961b5,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",101.7154 LDO
233,0xC54570b8EB8138aCE95132b944b7b6Bb391976Dc,0x584d16a3a178ee221,"[0x6d4d4cdfc8651c91c7f058cceb6fb06ed99fa0f25e6a5873e219c731c4835d75,0xc9c14901d5c99c2ec45aa0e9c8fcca400b8ca7455281f8f09e71b0dbb3908c48,0x9e446de518fed1346f3724f55fafa9b4e09a4d03f8404776933bd9184e4280d7,0x4e5f08ca00aaecca04b6a9628a5b209344dad86fdb18a57513e9946d8c9d3a90,0x082b6b0b790895fdd51bd8d16e122e7e35e2b2874f59c8f152ad0aecf36f3e4b,0x9191e5c67f1d4b35aa985db49d61824518c9abb261eff3633e56c754022961b5,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",101.8043 LDO
234,0xa0003CDb2F4bc16880a3d0163afe012aFAB6350c,0x5902e71293059a447,"[0x3ffe45a644735090e48e3cc34bb620d5c606fb3ef72de28224c013b51331b6a2,0xcfc160f77a132d1551d59229186924892799e572add55cdba2f88dcd467da7b4,0xb66d1f287266189cc102b44d4bced188d445aa0ad234b2fba9a5ca6ef56e461b,0x79ac7716713374f31698aaa46cda028807d1289eb528e436ed779edcd72af86b,0x4ffa42bf3f0b25a44269dd4fbeff3c4ed1c764cb56e18aabfa5466be7fede5dc,0x1a717c2d089319914ec2c755dbf6dbe3cd804ef23458820f0292dff7a57f1ffc,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",102.6231 LDO
235,0x59846Ce9D722b5d70537F9c06AE8a0f606AA62b5,0x5b32e058e2f27d738,"[0xf01379ca81892d51b388995c8fdb2e2ced9877a69b1bdcf122da94af9910cd25,0x087e0eef4523a6257a6cfe291d835392195e8330f7001c2af2bc08bccc78e079,0xa881e614abad36893714365cea0057618c5824e2848c8b458ea6f24abceb60da,0xdeeec9a2a01b8528bd032311267fb7893ac7740e2c9ef4aa9e73586258bfcaeb,0x9ebaa50a9978871a1a40b45eca1d2008a2bfe8467bf4863f915566e729ba63dc,0x1e41e50a157a90231f69bcbf5f855d8adab6dc8a1f26a761e72152ffc1293a4f,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",105.1450 LDO
236,0xeC89639d883A9Ff2086c6DEb0d766064B5BbEa03,0x5b723ce80296d4d42,"[0x7edb32a5f6a0a34a75250a071814d3de5dfb616063a28630b1cf597656e02c5a,0x248bb44e7e738815ffaaf45789d14c9488c8ebc0e7a3dbdc8e09ddae773c5d21,0x5eb11e35efaedb692ec336fda75d9b6405966cf8bd61a9097ac10d63e09d3504,0xe3ded4959b5243467ae3472c85146c1d2ee22efa779bcad6229a3f8cf0262950,0x129f8edca4bf5e0b913e49c82972f4e8c0bfe2a07783f8fd4edf23325ccc5536,0x0cf5aafad396a831264a2b3b7cdabfd21e2c9610f9c8d382fd2e11006136e5d4,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",105.4303 LDO
237,0xB3F59106c5c5e93926145115D75d7837b5701a91,0x5f6f080bac16f1fbc,"[0xd2db23587505df1a39ba4f5d36818dbe4332f6dde323f17a82b4510163c8da56,0xbce3da508a5be0124305411ce40bfbd0b3c9414271aabfca12678e5341c2fbc4,0xb1876492220bc0d19d777db0d0c3f77e97ee1bac2dbd334637ea76dcc108c5d7,0x2d941ba78b209699c4d1c9d78aa857f7c73b89506586136650a0cdd8cbec98e5,0xfd6cb1edc13497840ef56bd50eef9c2439939db06dcc42ecc4d404c3244fad95,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",110.0276 LDO
238,0xcBCBB61E9d34E92b3998bFD0680f252b46f115cd,0x61c98a1f590fc01e1,"[0x1533f9fd0f8ff57cec88d75565b1ee304b3e6ca0619de1e069d13953a93edf22,0x79a872361e38c51e76a29da894c3c3fae9462d3337b9c5accca4366a53714731,0xbe646ff36dfaed033d3af5d31a93c23e75e9383d4562cd24b2a0a9e71ea93159,0xe9713434db9693b444138e449b87fb5a8723e633b365cabbe011a52450683d08,0x125ace96a3148d5d1d7dbdd15d13a916ebea377c7841ec27e28d53097838cafe,0x810b04775ef3c94b6fec29d937a5c7577dcad6c07daba4d73dbe01408adddd48,0x0282da413887f1e1421c5a0c8108e3b0d213b13dafe9d9f7bc44068f775f1c79,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",112.7410 LDO
239,0x31f02E88bd6110723e767Af9E7186E61fc9e88F8,0x6655cae73d1555230,"[0x62cd8519ffa959d32310bae4100846d69a106ca7c6b85aaeb74a00ae44a55f3c,0x2b22b52706ad612eb97c5763c3e82281fb58bb03bf0ce7ace2a2e79ace7bbf6a,0x3be97bf6d2efae1c49f0f6927bb786a129667df862e5626ae09b650b9a0702aa,0x43394101125894d329214030d3599719ab1a51c7186034b7f3e19fc96579c0dd,0x082b6b0b790895fdd51bd8d16e122e7e35e2b2874f59c8f152ad0aecf36f3e4b,0x9191e5c67f1d4b35aa985db49d61824518c9abb261eff3633e56c754022961b5,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",117.9844 LDO
240,0xed02f16a57c32a08b55d923Bf4690D200722f462,0x66cc526a96714f2c1,"[0x2e7df614cb5a653187b094cc87c56573a354462db162e2c757797091df802da1,0x5df05c22bdc882300991b485914754b8af1e0ee408f657a05c1748d3918da6b0,0x5294f22981211b97d04f440de1b3623e0a00af383279eb336a61a580628b3791,0x2664dd45c5ab205d531ba48672f34328ae5fcfdf8bf2bdd8e61c71560f55baf9,0x4a780f090a8ad326dae4d4bde6c552cbbb5eddb0a65828e21f2d6a15e8e67e3d,0x162af9d90087347e234c68a9b6d3c99991e73ae0292471667c8d043b8d9fed1a,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",118.5182 LDO
241,0xf3e4D421E826a03848254095455ce818Ace25AF6,0x67a5b77e954bba1dc,"[0x9aab3f5809122af012e8e03776745f81dab185befd5c0dd5b2735db99db152e6,0x17bf410eaef3d12af597ce666a472569c197e657bc21421a789006e0ec6f7db8,0xa2411e71509f5f868f9922ae9823b5a8161a644ecf9cb1e106fee57df2946ae8,0x40b5550bef29cba450384642812d7358864b6b24d449974b2950d799d74aea40,0xe88fde5af2105ca89a7c9d307067da09af3bcf08c55b8cd40bf36f4b867700de,0x2d9c12e17641e88fdd69035049ce355f5346cd6195a7ccc7cb897902b1c0af57,0xbd70e83948a978ab5dce87f0e898792a192060715b84609e2dd37a18bd140afc,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",119.4972 LDO
242,0x4A4F0bF61A08E379d23031F6f7fF8271Eb7cCEE3,0x67c26e1606fdf8a6e,"[0xcc607fa2beac4451dc3d5779dc3cfefb5b1ce24a4f9492e19bb6f752c4a84e6d,0xed2dd1ef30cf46a85d3df15bff7b1819776bfb5bc34a43c563642a613f81e57c,0x4d1aa8b70ee0385465bf63ecfcbd8e3614500c0857ff0b6bdfef3190e5e847b0,0x2580af64dcad02b03efcf9fbe3b636825b85ccc6d2ea81044f3d278fba9adabc,0x08d2079841f4d8f96c7794d0baaf9b2e9d05ab7757d27e81a031c2776ce88451,0xcd3b8a83184dc3d27704fa26dd5cd10c969c2162c8a1eae9c631e0db12f684a6,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",119.6265 LDO
243,0xb2B5898dBDF83F759313140e728E391C47aCFA3e,0x68029695706e87f1f,"[0x3e0bf6133e4982dc44cdc36e2b2922421da728391b4ae5f561dd50355490d7a8,0x257f964cc7b95f4392d7339dd7a12071856f954a07a14f30da29e04b93a3df72,0x5999b31fb8b6c85228ac6eb5177ddbc2688d7e210f29801218d706c0c8623be3,0x79ac7716713374f31698aaa46cda028807d1289eb528e436ed779edcd72af86b,0x4ffa42bf3f0b25a44269dd4fbeff3c4ed1c764cb56e18aabfa5466be7fede5dc,0x1a717c2d089319914ec2c755dbf6dbe3cd804ef23458820f0292dff7a57f1ffc,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",119.9155 LDO
244,0x1673c2ed6C5bb86Fa3335e2d135D48021FDc298E,0x68c848b6e7d88acd1,"[0xc2677ddd85d109a511d33c0b79e5997290f413f10d15b0024d670cfadedbdd4b,0x64ac11210f9dd0997c66623049a2f98a6fd71a5fecc6d9650ebee9706b6e8efa,0x0fc1b6741dbe646b979aad1c93732e2ac8ca16e7d265c43787b812d3b307b8d3,0x9cb547271a707656443cebe748f1bdf2afc28269351bc669df7eedb6e84adcd1,0xc4da267147e3016e2678e32f1cef69b270db190c4839051f35c96a24f674a8d8,0xcd3b8a83184dc3d27704fa26dd5cd10c969c2162c8a1eae9c631e0db12f684a6,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",120.8058 LDO
